figure_id	panel_id	source_id	record_id	system	variant	dataset	workload	scope	x_name	x_value	x_unit	metric	value	unit	aggregation	protocol_id	correctness_status	plot_eligibility	verdict	value_provenance	protocol_provenance	caveat
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:schema_epoch_change_keeps_old_segments_readable:test_pass	SemL0	conservative_fallback	engine_test_fixture	schema_epoch_change_keeps_old_segments_readable	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=schema_epoch_change_keeps_old_segments_readable status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/schema_epoch_change_keeps_old_segments_readable	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:schema_catalog_persists_changes_and_drives_new_segment_epoch:test_pass	SemL0	conservative_fallback	engine_test_fixture	schema_catalog_persists_changes_and_drives_new_segment_epoch	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=schema_catalog_persists_changes_and_drives_new_segment_epoch status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/schema_catalog_persists_changes_and_drives_new_segment_epoch	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:schema_evolution_report_summarizes_epoch_and_pruning_boundaries:test_pass	SemL0	conservative_fallback	engine_test_fixture	schema_evolution_report_summarizes_epoch_and_pruning_boundaries	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=schema_evolution_report_summarizes_epoch_and_pruning_boundaries status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/schema_evolution_report_summarizes_epoch_and_pruning_boundaries	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:property_encoding_change_advances_catalog_and_segment_epochs:test_pass	SemL0	conservative_fallback	engine_test_fixture	property_encoding_change_advances_catalog_and_segment_epochs	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=property_encoding_change_advances_catalog_and_segment_epochs status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/property_encoding_change_advances_catalog_and_segment_epochs	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:public_property_value_query_resolves_edge_label_alias:test_pass	SemL0	conservative_fallback	engine_test_fixture	public_property_value_query_resolves_edge_label_alias	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=public_property_value_query_resolves_edge_label_alias status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/public_property_value_query_resolves_edge_label_alias	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:public_property_value_query_uses_row_encoding_epoch_after_type_change:test_pass	SemL0	conservative_fallback	engine_test_fixture	public_property_value_query_uses_row_encoding_epoch_after_type_change	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=public_property_value_query_uses_row_encoding_epoch_after_type_change status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/public_property_value_query_uses_row_encoding_epoch_after_type_change	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:drop_property_hides_current_value_query_but_keeps_topology_readable:test_pass	SemL0	conservative_fallback	engine_test_fixture	drop_property_hides_current_value_query_but_keeps_topology_readable	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=drop_property_hides_current_value_query_but_keeps_topology_readable status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/drop_property_hides_current_value_query_but_keeps_topology_readable	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:new_edge_label_prunes_exact_segments_but_reads_mixed_segments:test_pass	SemL0	conservative_fallback	engine_test_fixture	new_edge_label_prunes_exact_segments_but_reads_mixed_segments	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=new_edge_label_prunes_exact_segments_but_reads_mixed_segments status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/new_edge_label_prunes_exact_segments_but_reads_mixed_segments	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:aggregate:tests_passed	SemL0	conservative_fallback	engine_test_fixture	schema_evolution_bounded_suite	10 selected tests				tests_passed	10	tests	derived_count	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests count(status=pass)	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Aggregate count is derived from the ten explicit pass rows; raw logs are remote-only.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:aggregate:tests_total	SemL0	conservative_fallback	engine_test_fixture	schema_evolution_bounded_suite	10 selected tests				tests_total	10	tests	derived_count	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row count	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Aggregate count is derived from the ten explicit pass rows; raw logs are remote-only.
